q35_%dr,q35_%dd,q35_%dp,q35_%dc,q35_%dtotal,Col006
26139,House,2,Republican,Hoekstra,82499
26139,House,2,Democratic,Kotos,23497
26139,House,2,U.S. Taxpayers,Greaser,716
26139,House,2,Libertarian,Van Tii,1217
26139,Senate,None,Republican,Bouchard,71706
26139,Senate,None,Democratic,Stabenow,35511
26139,Senate,None,Green,Sole,505
26139,Senate,None,U.S. Taxpayers,FitzSimons,405
26139,Senate,None,Libertarian,Schwartz,718
26139,Senate,None,Write-in/Scattering,McAtee,0
26139,Senate,None,Write-in/Scattering,McKague,0
26139,Senate,None,Write-in/Scattering,White,0
10001,Senate,None,Democratic,Thomas R. Carper,23492
10001,Senate,None,Republican,Jan R. Ting,13191
10001,Senate,None,Libertarian,William E. Morris,396
10001,Senate,None,Write-in/Scattering,Christine O'Donnell,1348
10001,Senate,None,Write-in/Scattering,All Others,44
10001,House,1,Democratic,Dennis Spivack,12493
10001,House,1,Republican,Michael N. Castle,23658
10001,House,1,Green,Michael Berg,535
10001,House,1,Independent Party of Delaware,Karen Hartley-Nagle,1254
10001,House,1,Write-in/Scattering,All Others,106
10003,Senate,None,Democratic,Thomas R. Carper,115769
10003,Senate,None,Republican,Jan R. Ting,39655
10003,Senate,None,Libertarian,William E. Morris,1797
10003,Senate,None,Write-in/Scattering,Christine O'Donnell,2238
10003,Senate,None,Write-in/Scattering,All Others,262
10003,House,1,Democratic,Dennis Spivack,67555
10003,House,1,Republican,Michael N. Castle,84129
10003,House,1,Green,Michael Berg,3263
10003,House,1,Independent Party of Delaware,Karen Hartley-Nagle,2942
10003,House,1,Write-in/Scattering,All Others,297
10005,Senate,None,Democratic,Thomas R. Carper,31306
10005,Senate,None,Republican,Jan R. Ting,16888
10005,Senate,None,Libertarian,William E. Morris,478
10005,Senate,None,Write-in/Scattering,Christine O'Donnell,7541
10005,Senate,None,Write-in/Scattering,All Others,213
10005,House,1,Democratic,Dennis Spivack,17517
10005,House,1,Republican,Michael N. Castle,36110
10005,House,1,Green,Michael Berg,665
10005,House,1,Independent Party of Delaware,Karen Hartley-Nagle,1573
10005,House,1,Write-in/Scattering,All Others,120
29033,Senate,None,Republican,Jim Talent,2001
29033,,None,Alaska Libertarian,"McCaskill, Claire",1469
29033,Senate,None,Libertarian,Frank Gilmour,92
29033,Senate,None,Progressive Party of Missouri,Lydia Lewis,33
33264,House,2,Republican,Bass,528
33264,House,2,Democratic,Hodes,865
33264,House,2,Independence,Blevens,19
33265,House,1,Republican,Bradley,600
33265,House,1,Democratic,Shea-Porter,1088
33265,House,1,Write-in/Scattering,Scatter,1
33266,House,2,Republican,Bass,180
33266,House,2,Democratic,Hodes,177
33266,House,2,Independent,Blevens,5
33267,House,2,Republican,Bass,234
33267,House,2,Democratic,Hodes,214
33267,House,2,Independent,Blevens,11
33268,House,2,Republican,Bass,217
33268,House,2,Democratic,Hodes,183
33268,House,2,Independent,Blevens,11
33269,House,2,Republican,Bass,1303
33269,House,2,Democratic,Hodes,937
33269,House,28,Independent,Blevens,None
33270,House,2,Republican,Bass,1029
33270,House,2,Democratic,Hodes,748
33270,House,2,Independent,Blevens,36
33270,House,2,Write-in/Scattering,Scatter,2
33272,House,1,Republican,Bradley,3607
33272,House,1,Democratic,Shea-Porter,2964
33272,House,1,Write-in/Scattering,Scatter,8
33273,House,2,Republican,Bass,864
33273,House,2,Democratic,Hodes,750
33273,House,2,Independent,Blevens,31
33275,House,2,Republican,Bass,98
33275,House,2,Democratic,Hodes,94
33275,House,2,Independent,Blevens,8
33276,House,2,Republican,Bass,256
33276,House,2,Democratic,Hodes,627
33276,House,2,Independent,Blevens,2
33277,House,2,Republican,Bass,308
33277,House,2,Democratic,Hodes,305
33277,House,2,Independent,Blevens,22
33278,House,1,Republican,Bradley,260
33278,House,1,Democratic,Shea-Porter,423
33279,House,1,Republican,Bradley,381
33279,House,2,Democratic,Shea-Porter,530
33279,House,2,Write-in/Scattering,Scatter,2
33280,House,1,Republican,Bradley,1802
33280,House,1,Democratic,Shea-Porter,1852
33280,House,1,Write-in/Scattering,Scatter,3
33281,House,1,Republican,Bradley,1157
33281,House,1,Democratic,Shea-Porter,1222
33281,House,1,Write-in/Scattering,Scatter,2
33282,House,1,Republican,Bradley,675
33282,House,1,Democratic,Shea-Porter,731
33282,House,1,Write-in/Scattering,Scatter,2
33283,House,1,Republican,Bradley,1033
33283,House,1,Democratic,Shea-Porter,1123
33283,House,1,Write-in/Scattering,Scatter,3
33284,House,1,Republican,Bradley,1260
33284,House,1,Democratic,Shea-Porter,1441
33284,House,1,Write-in/Scattering,Scatter,3
33285,House,1,Republican,Bradley,584
33285,House,1,Democratic,Shea-Porter,822
33285,House,1,Write-in/Scattering,Scatter,9
33286,House,1,Republican,Bradley,855
33286,House,1,Democratic,Shea-Porter,1014
33286,House,1,Write-in/Scattering,Scatter,1
33287,House,1,Republican,Bradley,563
33287,House,1,Democratic,Shea-Porter,809
33287,House,1,Write-in/Scattering,Scatter,4
33288,House,1,Republican,Bradley,1340
33288,House,1,Democratic,Shea-Porter,1286
33288,House,1,Write-in/Scattering,Scatter,2
33290,House,1,Republican,Bradley,1484
33290,House,1,Democratic,Shea-Porter,1263
33291,House,1,Republican,Bradley,1100
33291,House,1,Democratic,Shea-Porter,1194
33291,House,1,Write-in/Scattering,Scatter,1
33292,House,2,Republican,Bass,248
33292,House,2,Democratic,Hodes,541
33292,House,2,Independent,Blevens,4
33293,House,2,Republican,Bass,138
33293,House,2,Democratic,Hodes,168
33293,House,2,Independent,Blevens,6
33293,House,2,Write-in/Scattering,Scatter,1
33295,House,2,Republican,Bass,262
33295,House,2,Democratic,Hodes,241
33295,House,2,Independent,Blevens,9
33295,House,2,Write-in/Scattering,Scatter,2
33296,House,1,Republican,Bradley,1301
33296,House,1,Democratic,Shea-Porter,1113
33296,House,1,Write-in/Scattering,Scatter,2
33297,House,1,Republican,Bradley,4126
33297,House,1,Democratic,Shea-Porter,3782
33297,House,1,Write-in/Scattering,Scatter,3
33298,House,1,Republican,Bradley,210
33298,House,1,Democratic,Shea-Porter,243
33299,House,2,Republican,Bass,213
33299,House,2,Democratic,Hodes,208
33299,House,2,Independent,Blevens,5
33300,House,2,Republican,Bass,2105
33300,House,2,Democratic,Hodes,2077
33300,House,2,Independent,Blevens,84
33300,House,2,Write-in/Scattering,Scatter,10
33301,House,2,Republican,Bass,5
33301,House,2,Democratic,Hodes,5
33301,House,2,Independent,Blevens,0
33302,House,1,Right to Life,Bradley,597
33302,House,1,Democratic,Shea-Porter,581
33303,House,2,Republican,Bass,208
33303,House,2,Democratic,Hodes,112
33303,House,2,Independent,Blevens,6
33304,House,2,Republican,Bass,464
33304,House,2,Democratic,Hodes,439
33304,House,2,Independent,Blevens,15
33305,House,1,Republican,Bradley,1152
33305,House,1,Democratic,Shea-Porter,846
33306,House,2,Republican,Bass,1430
33306,House,2,Democratic,Hodes,1859
33306,House,2,Independent,Blevens,43
33306,House,2,Write-in/Scattering,Scatter,2
33307,House,2,Republican,Bass,1211
33307,House,2,Democratic,Hodes,1366
33307,House,2,Independent,Blevens,41
33307,House,2,Write-in/Scattering,Scatter,1
33308,House,2,Republican,Bass,1074
33308,House,2,Democratic,Hodes,1375
33308,House,2,Independent,Blevens,51
33309,House,2,Republican,Bass,482
33309,House,2,Democratic,Hodes,793
33309,House,2,Independent,Blevens,36
33309,House,2,Write-in/Scattering,Scatter,2
33310,House,2,Republican,Bass,1266
33310,House,2,Democratic,Hodes,1445
33310,House,2,Independent,Blevens,49
33310,House,2,Write-in/Scattering,Scatter,1
33311,House,2,Republican,Bass,864
33311,House,2,Democratic,Hodes,1239
33311,House,2,Independent,Blevens,39
33311,House,2,Write-in/Scattering,Scatter,2
33312,House,2,Republican,Bass,841
33312,House,2,Democratic,Hodes,1180
33312,House,2,Independent,Blevens,45
33313,House,2,Republican,Bass,1055
33313,House,2,Democratic,Hodes,1328
33313,House,2,Independent,Blevens,28
33313,House,2,Write-in/Scattering,Scatter,3
33314,House,2,Republican,Bass,1300
33314,House,2,Democratic,Hodes,1529
33314,House,2,Independent,Blevens,35
33314,House,2,Write-in/Scattering,Scatter,4
33315,House,2,Republican,Bass,99
33315,House,2,Democratic,Hodes,191
33315,House,2,Independent,Blevens,3
33316,House,2,Republican,Bass,993
33316,House,2,Democratic,Hodes,763
33316,House,2,Independent,Blevens,40
33316,House,2,Write-in/Scattering,Scatter,2
33317,House,1,Republican,Bradley,323
33317,House,1,Democratic,Shea-Porter,274
33318,House,1,Republican,Bradley,485
33318,House,1,Democratic,Shea-Porter,433
33318,House,1,Write-in/Scattering,Scatter,1
33319,House,1,Republican,Bradley,432
33319,House,1,Democratic,Shea-Porter,393
33319,House,1,Write-in/Scattering,Scatter,1
33320,House,2,Republican,Bass,851
33320,House,1,Democratic,Hodes,479
33320,House,2,Independent,Blevens,1
33320,House,2,Write-in/Scattering,Scatter,1
33321,House,2,Republican,Bass,1002
33321,House,2,Democratic,Hodes,992
33321,House,2,Independent,Blevens,20
33322,House,2,Republican,Bass,471
33322,House,2,Democratic,Hodes,441
33322,House,2,Independent,Blevens,21
33323,House,1,Republican,Bradley,324
33323,House,2,Democratic,Shea-Porter,357
33324,House,1,Republican,Bradley,202
33324,House,1,Democratic,Shea-Porter,181
33325,House,1,Republican,Bradley,999
33325,House,1,Democratic,Shea-Porter,1767
33325,House,1,Write-in/Scattering,Scatter,4
33326,House,2,Republican,Bass,788
33326,House,2,Democratic,Hodes,813
33326,House,2,Independent,Blevens,38
33326,House,2,Write-in/Scattering,Scatter,1
33327,House,1,Republican,Bradley,532
33327,House,1,Democratic,Shea-Porter,545
33328,House,1,Republican,Bradley,903
33328,House,1,Democratic,Shea-Porter,902
33328,House,1,Write-in/Scattering,Scatter,1
33329,House,2,Republican,Bass,681
33329,House,2,Democratic,Hodes,598
33329,House,2,Independent,Blevens,26
33330,House,2,Republican,Bass,262
33330,House,2,Democratic,Hodes,355
33330,House,2,Independence,Blevens,13
33331,House,1,Republican,Bradley,607
33331,House,1,Democratic,Shea-Porter,720
33331,House,1,Write-in/Scattering,Scatter,4
33332,House,1,Republican,Bradley,762
33332,House,1,Democratic,Shea-Porter,785
33332,House,1,Write-in/Scattering,Scatter,3
33334,House,2,Republican,Bass,50
33334,House,2,Democratic,Hodes,72
33334,House,2,Independent,Blevens,0
33335,House,2,Republican,Bass,193
33335,House,2,Democratic,Hodes,303
33335,House,2,Independent,Blevens,4
33336,House,1,Republican,Bradley,712
33336,House,10,Democratic,Shea-Porter,669
33336,House,1,Write-in/Scattering,Scatter,1
33337,House,2,Republican,Bass,1761
33337,House,2,Democratic,Hodes,1304
33337,House,2,Independent,Blevens,66
33338,House,2,Republican,Bass,1038
33338,House,2,Democratic,Hodes,1055
33338,House,2,Independent,Blevens,28
33338,House,2,Write-in/Scattering,Scatter,6
33339,House,2,Republican,Bass,1047
33339,House,2,Democratic,Hodes,1625
33339,House,2,Independent,Blevens,27
33340,House,2,Republican,Bass,120
33340,House,2,Democratic,Hodes,130
33340,House,2,Independent,Blevens,9
33340,House,2,Write-in/Scattering,Scatter,1
33341,House,1,Republican,Bass,0
33341,House,2,Democratic,Hodes,1
33341,House,2,Independent,Blevens,0
33342,House,2,Republican,Bass,198
33342,House,2,Democratic,Hodes,104
33342,House,2,Independent,Blevens,3
33343,House,2,Republican,Bass,616
33343,House,2,Democratic,Hodes,497
33343,House,2,Independent,Blevens,19
33344,House,2,Republican,Bass,325
33344,House,2,Democratic,Hodes,649
33344,House,2,Independent,Blevens,8
33345,House,1,Republican,Bradley,1041
33345,House,1,Democratic,Shea-Porter,819
33346,House,2,Republican,Bass,606
33346,House,2,Democratic,Hodes,924
33346,House,2,Independent,Blevens,25
33346,House,2,Write-in/Scattering,Scatter,1
33347,House,1,Republican,Bradley,330
33347,House,1,Democratic,Shea-Porter,917
33348,House,1,Republican,Bradley,389
33348,House,1,Democratic,Shea-Porter,1386
33349,House,1,Republican,Bradley,323
33349,House,1,Democratic,Shea-Porter,568
33350,House,1,Republican,Bradley,744
33350,House,1,Democratic,Shea-Porter,1178
33350,House,1,Write-in/Scattering,Scatter,2
33351,House,1,Republican,Bradley,483
33351,House,1,Democratic,Shea-Porter,1268
33352,House,2,Republican,Bass,65
33352,House,2,Democratic,Hodes,126
33352,House,2,Independent,Blevens,3
33353,House,1,Republican,Bradley,1310
33353,House,1,Democratic,Shea-Porter,1105
33353,House,1,Write-in/Scattering,Scatter,1
33354,House,2,Republican,Bass,126
33354,House,2,Democratic,Hodes,229
33354,House,2,Independent,Blevens,10
33354,House,2,Write-in/Scattering,Scatter,29
33355,House,2,Republican,Bass,898
33355,House,2,Democratic,Hodes,778
33355,House,2,Independent,Blevens,31
33356,House,1,Republican,Bradley,729
33356,House,1,Democratic,Shea-Porter,816
33356,House,1,Write-in/Scattering,Scatter,5
33357,House,1,Republican,Bradley,667
33357,House,1,Democratic,Shea-Porter,707
33357,House,1,Write-in/Scattering,Scatter,3
33358,House,1,Republican,Bradley,665
33358,House,1,Democratic,Shea-Porter,683
33359,House,1,Republican,Bradley,545
33359,House,1,Democratic,Shea-Porter,666
33360,House,1,Republican,Bradley,554
33360,House,1,Democratic,Shea-Porter,734
33361,House,1,Republican,Bradley,441
33361,House,1,Democratic,Shea-Porter,591
33361,House,1,Write-in/Scattering,Scatter,11
33362,House,1,Republican,Bradley,392
33362,House,1,Democratic,Shea-Porter,550
33363,House,2,Republican,Bass,33
33363,House,2,Democratic,Hodes,66
33363,House,2,Independent,Blevens,4
33364,House,2,Republican,Bass,315
33364,House,2,Democratic,Hodes,273
33364,House,2,Independent,Blevens,16
33365,House,1,Republican,Bradley,1186
33365,House,1,Democratic,Shea-Porter,1336
33365,House,1,Write-in/Scattering,Scatter,1
33366,House,2,Republican,Bass,4007
33366,House,2,Democratic,Hodes,3428
33366,House,2,Independent,Blevens,146
33366,House,2,Write-in/Scattering,Scatter,2
33367,House,2,Republican,Bass,257
33367,House,2,Democratic,Hodes,232
33367,House,2,Independent,Blevens,10
33368,House,2,Republican,Bass,567
33368,House,2,Democratic,Hodes,582
33368,House,2,Independent,Blevens,17
33369,House,1,Republican,Bradley,844
33369,House,1,Democratic,Shea-Porter,639
33370,House,1,Republican,Bradley,309
33370,House,1,Democratic,Shea-Porter,451
33370,House,1,Write-in/Scattering,Scatter,1
33372,House,1,Republican,Bradley,996
33372,House,1,Democratic,Shea-Porter,1023
33372,House,1,Write-in/Scattering,Scatter,1
33374,House,2,Republican,Bass,79
33374,House,2,Democratic,Hodes,107
33374,House,2,Independent,Blevens,1
33375,House,2,Republican,Bass,89
33375,House,2,Democratic,Hodes,91
33375,House,2,Independent,Blevens,0
33376,House,1,Republican,Bradley,324
33376,House,10,Democratic,Shea-Porter,387
33377,House,1,Republican,Bradley,225
33377,House,1,Democratic,Shea-Porter,316
33377,House,1,Write-in/Scattering,Scatter,1
33378,House,1,Republican,Bradley,209
33378,House,1,Democratic,Shea-Porter,334
33379,House,1,Republican,Bradley,249
33379,House,1,Democratic,Shea-Porter,419
33379,House,1,Write-in/Scattering,Scatter,1
33380,House,1,Republican,Bradley,168
33380,House,1,Democratic,Shea-Porter,265
33381,House,1,Republican,Bradley,119
33381,House,1199,Democratic,Shea-Porter,None
33382,House,2,Republican,Bass,225
33382,House,2,Democratic,Hodes,233
33382,House,2,Independent,Blevens,5
33383,House,2,Republican,Bass,83
33383,House,2,Democratic,Hodes,97
33383,House,2,Independent,Blevens,7
33383,House,2,Write-in/Scattering,Scatter,2
33384,House,2,Republican,Bass,104
33384,House,2,Democratic,Hodes,90
33384,House,2,Independent,Blevens,6
33385,House,2,Republican,Bass,225
33385,House,2,Democratic,Hodes,250
33385,House,2,Democratic,Blevens,11
33386,House,1,Republican,Bradley,638
33386,House,1,Democratic,Shea-Porter,723
33387,House,2,Republican,Bass,75
33387,House,2,Democratic,Hodes,81
33387,House,2,Independent,Blevens,0
33388,House,1,Republican,Bradley,1226
33388,House,1,Democratic,Shea-Porter,1323
33388,House,1,Write-in/Scattering,Scatter,2
33390,House,2,Republican,Bass,111
33390,House,2,Democratic,Hodes,168
33390,House,2,Independent,Blevens,5
33391,House,2,Republican,Bass,106
33391,House,2,Democratic,Hodes,144
33391,House,2,Independent,Blevens,8
33392,House,2,Republican,Bass,727
33392,House,2,Democratic,Hodes,647
33392,House,2,Independent,Blevens,26
33392,House,2,Write-in/Scattering,Scatter,2
33393,House,2,Republican,Bass,157
33393,House,2,Democratic,Hodes,183
33393,House,2,Independent,Blevens,4
33393,House,2,Write-in/Scattering,Scatter,5
33394,House,2,Republican,Bass,342
33394,House,2,Democratic,Hodes,472
33394,House,2,Independent,Blevens,19
33395,House,2,Republican,Bass,851
33395,House,2,Democratic,Hodes,1237
33395,House,2,Independent,Blevens,38
33395,House,2,Write-in/Scattering,Scatter,4
33396,House,1,Republican,Bradley,422
33396,House,1,Democratic,Shea-Porter,644
33397,House,2,Republican,Bass,288
33397,House,2,Democratic,Hodes,299
33397,House,2,Independent,Blevens,10
33399,House,2,Republican,Bass,437
33399,House,2,Democratic,Hodes,383
33399,House,2,Independent,Blevens,23
33400,House,2,Republican,Bass,557
33400,House,2,Democratic,Hodes,565
33400,House,2,Independent,Blevens,14
33400,House,2,Write-in/Scattering,Scatter,2
33401,House,2,Republican,Bass,279
33401,House,2,Democratic,Hodes,343
33401,House,2,Independent,Blevens,13
33402,House,1,Republican,Bradley,709
33402,House,2,Democratic,Shea-Porter,446
33403,House,2,Republican,Bass,219
33403,House,2,Democratic,Hodes,226
33403,House,2,Independent,Blevens,5
33404,House,1,Republican,Bradley,896
33404,House,1,Democratic,Shea-Porter,632
33404,House,1,Write-in/Scattering,Scatter,3
33405,House,2,Republican,Bass,639
33405,House,2,Democratic,Hodes,876
33405,House,2,Independent,Blevens,31
33405,House,2,Write-in/Scattering,Scatter,1
33406,House,2,Republican,Bass,526
33406,House,2,Democratic,Hodes,626
33406,House,2,Independent,Blevens,17
33407,House,2,Republican,Bass,172
33407,House,2,Democratic,Hodes,124
33407,House,2,Independent,Blevens,5
33408,House,2,Republican,Bass,216
33408,House,2,Democratic,Hodes,175
33408,House,2,Independent,Blevens,16
33409,House,2,Republican,Bass,69
33409,House,2,Democratic,Hodes,73
33409,House,2,Independent,Blevens,1
33411,House,2,Republican,Bass,338
33411,House,2,Democratic,Hodes,367
33411,House,2,Independent,Blevens,12
33412,House,2,Republican,Bass,161
33412,House,2,Democratic,Hodes,119
33412,House,2,Independent,Blevens,9
33413,House,2,Republican,Bass,4
33413,House,2,Democratic,Hodes,3
33413,House,2,Independent,Blevens,1
33414,House,2,Republican,Bass,309
33414,House,2,Democratic,Hodes,497
33414,House,2,Independent,Blevens,9
33415,House,2,Republican,Bass,363
33415,House,2,Democratic,Hodes,283
33415,House,2,Independent,Blevens,13
33416,House,2,Republican,Bass,242
33416,House,2,Democratic,Hodes,347
33416,House,2,Independent,Blevens,16
33417,House,2,Republican,Bass,630
33417,House,2,Democratic,Hodes,737
33417,House,2,Independent,Blevens,14
33417,House,2,Write-in/Scattering,Scatter,1
33418,House,2,Republican,Bass,426
33418,House,2,Democratic,Hodes,628
33418,House,2,Independent,Blevens,9
33418,House,2,Write-in/Scattering,Scatter,1
33419,House,2,Republican,Bass,2321
33419,House,2,DC Statehood Green,Hodes,1594
33419,House,2,Independent,Blevens,52
33419,House,2,Write-in/Scattering,Scatter,4
33420,House,2,Republican,Bass,36
33420,House,2,Democratic,Hodes,40
33420,House,2,Independent,Blevens,2
33421,House,1,Republican,Bradley,1726
33421,House,1,Democratic,Shea-Porter,1266
33422,House,2,Republican,Bass,223
33422,House,2,Democratic,Hodes,218
33422,House,2,Independent,Blevens,13
40001,House,2,Democratic,Boren,3275
40001,House,2,Republican,Miller,1444
40003,House,3,Democratic,Barton,452
40003,House,3,Republican,Lucas,1590
40005,House,2,Democratic,Boren,2321
40005,House,2,Republican,Miller,792
40007,House,3,Democratic,Barton,255
40007,House,3,Republican,Lucas,1563
40009,House,3,Democratic,Barton,1276
40009,House,3,Republican,Lucas,3470
40011,House,3,Democratic,Barton,815
40011,House,3,Republican,Lucas,2292
40013,House,2,Democratic,Boren,5638
40013,House,2,Republican,Miller,2005
40015,House,3,Democratic,Barton,2687
40015,House,3,Republican,Lucas,3854
40017,House,3,Democratic,Barton,5688
40017,House,3,Republican,Lucas,13512
40017,House,4,Democratic,Spake,1936
40017,House,4,Republican,Cole,6018
40019,House,4,Democratic,Spake,3796
40019,House,4,Republican,Cole,6253
40021,House,2,Democratic,Dan Boren,7593
40021,House,2,Republican,Patrick K. Miller,2621
40023,House,2,Democratic,Dan Boren,3050
40023,House,2,Republican,Patrick K. Miller,657
40025,House,3,Democratic,Sue Barton,207
40025,House,3,Republican,Fank D. Lucas,834
40027,House,4,Democratic,Hal Spake,22320
40027,House,4,Republican,Tom Cole,38123
40029,House,2,Democratic,Dan Boren,1566
40029,House,2,Republican,Patrick K. Miller,352
40031,House,4,Democratic,Hal Spake,6316
40031,House,4,Republican,Tom Cole,13229
40033,House,4,Democratic,Hal Spake,775
40033,House,4,Republican,Tom Cole,1196
40035,House,2,Democratic,Boren,3127
40035,House,2,Republican,Miller,1124
40037,House,1,Democratic,Alan Gentges,472
40037,House,1,Republican,John Sullivan,1081
40037,House,1,Independent,Bill Wortman,102
40037,House,3,Democratic,Sue Barton,7642
40037,House,3,Republican,Fank D. Lucas,9631
40039,House,3,Democratic,Barton,1750
40039,House,3,Republican,Lucas,4986
40041,House,2,Democratic,Boren,6173
40041,House,2,Republican,Lucas,3486
40043,House,3,Democratic,Barton,316
40043,House,3,Republican,Lucas,1501
40045,House,3,Democratic,Barton,268
40045,House,3,Republican,Lucas,1251
40047,House,3,Democratic,Barton,4010
40047,House,3,Republican,Lucas,11887
40049,House,4,Democratic,Spake,3136
40049,House,4,Republican,Cole,4677
40051,House,4,Democratic,Spake,4505
40051,House,4,Republican,Cole,8938
40053,House,3,Democratic,Barton,429
40053,House,3,Republican,Lucas,1409
40055,House,3,Democratic,Barton,546
40055,House,3,Republican,Lucas,963
40057,House,3,Democratic,Barton,278
40057,House,3,Republican,Lucas,450
40059,House,3,Democratic,Barton,174
40059,House,3,Republican,Lucas,936
40061,House,2,Democratic,Boren,2499
40061,House,2,Republican,Miller,638
40063,House,2,Democratic,Boren,2475
40063,House,2,Republican,Miller,692
40065,House,3,Democratic,Barton,1657
40065,House,3,Republican,Lucas,3748
40067,House,4,Democratic,Spake,754
40067,House,4,Republican,Cole,907
40069,House,2,Democratic,Boren,2021
40069,House,2,Republican,Miller,559
40071,House,3,Democratic,Barton,4656
40071,House,3,Republican,Lucas,8136
40073,House,3,Democratic,Barton,917
40073,House,3,Republican,Lucas,3868
40075,House,3,Democratic,Barton,941
40075,House,3,Republican,Lucas,1787
40077,House,2,Democratic,Boren,1989
40077,House,2,Republican,Miller,550
40079,House,2,Democratic,Boren,7925
40079,House,2,Republican,Miller,2867
40081,House,3,Democratic,Barton ,3871
40081,House,3,Republican,Lucas,6232
40083,House,3,Democratic,Barton ,3307
40083,House,3,Republican,Lucas,6978
40085,House,4,Democratic,Spake,996
40085,House,4,Republican,Cole,1175
40087,House,4,Democratic,Spake,3210
40087,House,4,Republican,Cole,6695
40089,House,2,Democratic,Boren,4405
40089,House,2,Republican,Miller,1614
40091,House,2,Democratic,Boren,4523
40091,House,2,Republican,Miller,1370
40093,House,3,Democratic,Barton,494
40093,House,3,Republican,Lucas,2260
27131,Senate,None,Constitution,Powers,54
27131,Senate,None,Democratic-Farmer-Labor,Klobuchar,14943
27131,Senate,None,Green,Cavlan,131
27131,Senate,None,Independence,Fitzgerald,808
27131,Senate,None,Republican,Kennedy,8461
27131,Senate,None,Write-in/Scattering,Write In,11
27131,Senate,None,Write-in/Scattering,Uldrich,1
27131,Senate,None,Write-in/Scattering,Aldrich,2
27131,Senate,None,Write-in/Scattering,Idusogie,1
27131,Senate,None,Write-in/Scattering,Williamson,0
27131,House,2,Democratic-Farmer-Labor,Rowley,11714
27131,House,2,Illinois Green,Williams,975
27131,House,2,Republican,Kline,11477
27131,House,2,Write-in/Scattering,Write In,14
27133,Senate,None,Constitution,Powers,14
27133,Senate,None,Democratic-Farmer-Labor,Klobuchar,1806
27133,Senate,None,Green,Cavlan,9
27133,Senate,None,Independence,Fitzgerald,171
27133,Senate,None,Republican,Kennedy,2144
27133,Senate,None,Write-in/Scattering,Write In,2
27133,Senate,None,Write-in/Scattering,Uldrich,1
27133,Senate,None,Write-in/Scattering,Aldrich,1
27133,Senate,None,Write-in/Scattering,Idusogie,1
27133,Senate,None,Write-in/Scattering,Williamson,1
27133,House,1,Democratic-Farmer-Labor,Walz,1796
27133,House,1,Republican,Gutknecht,2347
27133,House,1,Write-in/Scattering,Write In,3
27133,House,1,Write-in/Scattering,Stephan Williams,0
12001,Senate,None,Republican,Katherine Harris,20887
12001,Senate,None,Democratic,Bill Nelson,48125
12001,Senate,None,Unaffiliated,Floyd Ray Frazier,223
12001,Senate,None,Unaffiliated,Belinda Noah,416
12001,Senate,None,Unaffiliated,Brian Moore,504
12001,Senate,None,Unaffiliated,Roy Tanner,189
12001,Senate,None,Write-in/Scattering,Lawrence Scott,0
12001,Senate,None,Write-in/Scattering,Bernard Senter,0
12001,House,6,Republican,Clifford (Cliff) B. Stearns,27321
12001,House,6,Democratic,David E. Bruderly,30394
12003,Senate,None,Republican,Katherine Harris,3420
12003,Senate,None,Democratic,Bill Nelson,2771
12003,Senate,None,Unaffiliated,Floyd Ray Frazier,21
12003,Senate,None,Unaffiliated,Belinda Noah,22
12003,Senate,None,Unaffiliated,Brian Moore,11
12003,Senate,None,Unaffiliated,Roy Tanner,17
12003,Senate,None,Write-in/Scattering,Lawrence Scott,0
12003,Senate,None,Write-in/Scattering,Bernard Senter,0
12003,House,4,Republican,Ander Crenshaw,4775
12003,House,4,Democratic,Robert J. Harms,1424
12003,House,4,Write-in/Scattering,John Blade,0
12005,Senate,None,Republican,"Harris, Katherine",23821
12005,Senate,None,Democratic,"Nelson, Bill",23526
12005,Senate,None,Unaffiliated,"Frazier, Floyd Ray",157
12005,Senate,None,Unaffiliated,"Noah, Belinda",269
12005,Senate,None,Unaffiliated,"Moore, Brian",163
12005,Senate,None,Unaffiliated,"Tanner, Roy",149
12005,Senate,None,Write-in/Scattering,"Scott, Lawrence",0
12005,Senate,None,Write-in/Scattering,"Senter, Bernard",0
12007,Senate,None,Republican,Katherine Harris,3486
12007,Senate,None,Democratic,Bill Nelson,3539
12007,Senate,None,Unaffiliated,Floyd Ray Frazier,21
12007,Senate,None,Unaffiliated,Belinda Noah,32
12007,Senate,None,Unaffiliated,Brian Moore,26
12007,Senate,None,Unaffiliated,Roy Tanner,30
12007,Senate,None,Write-in/Scattering,Lawrence Scott,0
12007,Senate,None,Write-in/Scattering,Bernard Senter,0
12007,House,6,Republican,Clifford (Cliff) B. Stearns,4583
12007,House,6,Democratic,David E. Bruderly,2487
12009,Senate,None,Republican,Katherine Harris,72787
12009,Senate,None,Democratic,Bill Nelson,111031
12009,Senate,None,Unaffiliated,Floyd Ray Frazier,490
12009,Senate,None,Unaffiliated,Belinda Noah,858
12009,Senate,None,Unaffiliated,Brian Moore,925
12009,Senate,None,Unaffiliated,Roy Tanner,589
12009,Senate,None,Write-in/Scattering,Lawrence Scott,0
12009,Senate,None,Write-in/Scattering,Bernard Senter,0
12009,House,15,Republican,Dave Weldon,77108
12009,House,15,Democratic,Bob Bowman,60739
12009,House,24,Republican,Tom Feeney,27317
12009,House,24,Democratic,Clint Curtis,18058
12011,Senate,None,Republican,Katherine Harris,102847
12011,Senate,None,Democratic,Bill Nelson,293758
