id,state,county,place,q022004a,q022004a_nnn,q022004i,q022004i_nnn,q022004total,q022006a,q022006a_nnn,q022006i,q022006i_nnn,q022006total,q02comment,q03_nnn,q03comment,q03total,q04_nnn,q04comment,q04total,q05_nnn,q05comment,q05total,q06_nnn,q06comment,q06total,q07a,q07a_nnn,q07b,q07b_nnn,q07c,q07c_nnn,q07comment,q07d,q07d_nnn,q07e,q07e_nnn,q07total,q08a,q08a_nnn,q08b,q08b_nnn,q08c,q08c_nnn,q08comment,q08total,q09_nnn,q09comment,q09total,q25_nnn,q25comment,q25total,q26_nnn,q26comment,q26total,q27_nnn,q27comment,q27total,q28_nnn,q28comment,q28total,q29a,q29a_nnn,q29b,q29b_nnn,q29c,q29c_nnn,q29comment,q29d,q29d_nnn,q29e,q29e_nnn,q29f,q29f_nnn,q29fother,q29total
27115,Minnesota,Pine County,,16587,,None,Check if your office does not collect this data,16587,16430,,None,Check if your office does not collect this data,16430,,,,1127,Check if your office does not collect this data,Exempt,None,,,108,Check if your office does not collect this data,Exempt,None,284,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,284,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,1008,,,1345,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,421,,0,,Exempt,930,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,1351
27117,Minnesota,Pipestone County,,5431,,None,Check if your office does not collect this data,5431,5462,,None,Check if your office does not collect this data,5462,,,,475,Check if your office does not collect this data,Exempt,None,,,154,Check if your office does not collect this data,Exempt,None,55,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,55,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,186,,,441,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,197,,0,,Exempt,202,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,399
27119,Minnesota,Polk County,,16134,,None,Check if your office does not collect this data,16134,16974,,None,Check if your office does not collect this data,16974,,,,1251,Check if your office does not collect this data,Exempt,None,,,149,Check if your office does not collect this data,Exempt,None,126,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,126,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,543,,,1462,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,415,,0,,Exempt,1002,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,1417
27121,Minnesota,Pope County,,6822,,None,Check if your office does not collect this data,6822,7263,,None,Check if your office does not collect this data,7263,,,,762,Check if your office does not collect this data,Exempt,None,,,10,Check if your office does not collect this data,Exempt,None,190,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,190,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,366,,,446,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,150,,0,,Exempt,311,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,461
27123,Minnesota,Ramsey County,,303203,,None,Check if your office does not collect this data,303203,310166,,None,Check if your office does not collect this data,310166,,,,29867,Check if your office does not collect this data,,None,,,5963,Check if your office does not collect this data,Exempt,None,11411,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,11411,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,19458,,,28657,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,6209,,0,,Exempt,20691,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,26900
27125,Minnesota,Red Lake County,,2329,,None,Check if your office does not collect this data,2329,2501,,None,Check if your office does not collect this data,2501,,,,208,Check if your office does not collect this data,Exempt,None,,,0,Check if your office does not collect this data,Exempt,None,30,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,30,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,89,,,130,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,92,,0,,Exempt,115,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,207
27127,Minnesota,Redwood County,,8614,,None,Check if your office does not collect this data,8614,9012,,None,Check if your office does not collect this data,9012,,,,582,Check if your office does not collect this data,Exempt,None,,,52,Check if your office does not collect this data,Exempt,None,923,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,923,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,382,,,660,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,298,,0,,Exempt,573,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,871
27129,Minnesota,Renville County,,8942,,None,Check if your office does not collect this data,8942,9251,,None,Check if your office does not collect this data,9251,,,,526,Check if your office does not collect this data,Exempt,None,,,22,Check if your office does not collect this data,Exempt,None,182,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,182,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,349,,,593,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,313,,0,,Exempt,364,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,677
27131,Minnesota,Rice County,,34822,,None,Check if your office does not collect this data,34822,35494,,None,Check if your office does not collect this data,35494,,,,3973,Check if your office does not collect this data,Exempt,None,,,560,Check if your office does not collect this data,Exempt,None,912,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,912,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,2169,,,3427,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,583,,0,,Exempt,2592,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,3175
27133,Minnesota,Rock County,,5518,,None,Check if your office does not collect this data,5518,5735,,None,Check if your office does not collect this data,5735,,,,350,Check if your office does not collect this data,Exempt,None,,,20,Check if your office does not collect this data,Exempt,None,307,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,307,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,162,,,367,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,138,,0,,Exempt,214,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,352
27135,Minnesota,Roseau County,,8219,,None,Check if your office does not collect this data,8219,8723,,None,Check if your office does not collect this data,8723,,,,624,Check if your office does not collect this data,Exempt,None,,,70,Check if your office does not collect this data,Exempt,None,28,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,28,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,291,,,648,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,190,,0,,Exempt,460,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,650
27137,Minnesota,St. Louis County,,130250,,None,Check if your office does not collect this data,130250,132063,,None,Check if your office does not collect this data,132063,,,,11899,Check if your office does not collect this data,Exempt,None,,,2103,Check if your office does not collect this data,Exempt,None,2735,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,2735,None,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,4803,,,10046,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,2917,,0,,Exempt,7280,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,10197
27139,Minnesota,Scott County,,58613,,None,Check if your office does not collect this data,58613,66580,,None,Check if your office does not collect this data,66580,,,,6351,Check if your office does not collect this data,Exempt,None,,,2031,Check if your office does not collect this data,Exempt,None,1773,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,1773,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,7403,,,3236,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,662,,0,,Exempt,1813,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,2475
27141,Minnesota,Sherburne County,,40521,,None,Check if your office does not collect this data,40521,45375,,None,Check if your office does not collect this data,45375,,,,4919,Check if your office does not collect this data,Exempt,None,,,779,Check if your office does not collect this data,Exempt,None,732,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,732,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,5202,,,2669,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,559,,0,,Exempt,1826,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,2385
27143,Minnesota,Sibley County,,8630,,None,Check if your office does not collect this data,8630,8824,,None,Check if your office does not collect this data,8824,,,,540,Check if your office does not collect this data,Exempt,None,,,16,Check if your office does not collect this data,Exempt,None,86,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,86,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,410,,,532,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,237,,0,,Exempt,296,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,533
27145,Minnesota,Stearns County,,80095,,None,Check if your office does not collect this data,80095,85696,,None,Check if your office does not collect this data,85696,,,,9182,Check if your office does not collect this data,Exempt,None,,,2915,Check if your office does not collect this data,Exempt,None,2230,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,2230,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,6280,,,5962,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,1307,,0,,Exempt,4504,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,5811
27147,Minnesota,Steele County,,19165,,None,Check if your office does not collect this data,19165,20451,,None,Check if your office does not collect this data,20451,,,,2068,Check if your office does not collect this data,Exempt,None,,,62,Check if your office does not collect this data,Exempt,None,142,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,142,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,1115,,,1125,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,361,,0,,Exempt,881,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,1242
27149,Minnesota,Stevens County,,7001,,None,Check if your office does not collect this data,7001,6740,,None,Check if your office does not collect this data,6740,,,,771,Check if your office does not collect this data,Exempt,None,,,100,Check if your office does not collect this data,Exempt,None,18,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,18,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,388,,,766,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,116,,0,,Exempt,582,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,698
27151,Minnesota,Swift County,,5904,,None,Check if your office does not collect this data,5904,5937,,None,Check if your office does not collect this data,5937,,,,474,Check if your office does not collect this data,Exempt,None,,,23,Check if your office does not collect this data,Exempt,None,153,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,153,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,205,,,459,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,197,,0,,Exempt,216,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,413
27153,Minnesota,Todd County,,13380,,None,Check if your office does not collect this data,13380,13887,,None,Check if your office does not collect this data,13887,,,,960,Check if your office does not collect this data,Exempt,None,,,49,Check if your office does not collect this data,Exempt,None,95,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,95,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,789,,,996,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,438,,0,,Exempt,749,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,1187
27155,Minnesota,Traverse County,,2214,,None,Check if your office does not collect this data,2214,2434,,None,Check if your office does not collect this data,2434,,,,99,Check if your office does not collect this data,Exempt,None,,,1,Check if your office does not collect this data,Exempt,None,5,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,5,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,83,,,122,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,43,,0,,Exempt,29,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,72
27157,Minnesota,Wabasha County,,12560,,None,Check if your office does not collect this data,12560,13227,,None,Check if your office does not collect this data,13227,,,,947,Check if your office does not collect this data,Exempt,None,,,41,Check if your office does not collect this data,Exempt,None,223,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,223,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,754,,,875,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,301,,0,,Exempt,629,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,930
27159,Minnesota,Wadena County,,7712,,None,Check if your office does not collect this data,7712,7967,,None,Check if your office does not collect this data,7967,,,,701,Check if your office does not collect this data,Exempt,None,,,45,Check if your office does not collect this data,Exempt,None,36,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,36,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,512,,,531,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,247,,0,,Exempt,440,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,687
27161,Minnesota,Waseca County,,10330,,None,Check if your office does not collect this data,10330,10896,,None,Check if your office does not collect this data,10896,,,,1014,Check if your office does not collect this data,Exempt,None,,,69,Check if your office does not collect this data,Exempt,None,215,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,215,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,565,,,590,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,230,,0,,Exempt,460,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,690
27163,Minnesota,Washington County,,133857,,None,Check if your office does not collect this data,133857,141601,,None,Check if your office does not collect this data,141601,,,,12897,Check if your office does not collect this data,Exempt,None,,,1965,Check if your office does not collect this data,Exempt,None,4757,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,4757,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,10288,,,9419,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,1638,,0,,Exempt,6585,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,8223
27165,Minnesota,Watonwan County,,6268,,None,Check if your office does not collect this data,6268,6191,,None,Check if your office does not collect this data,6191,,,,399,Check if your office does not collect this data,Exempt,None,,,22,Check if your office does not collect this data,Exempt,None,121,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,121,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,225,,,506,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,202,,0,,Exempt,373,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,575
27167,Minnesota,Wilkin County,,3694,,None,Check if your office does not collect this data,3694,3844,,None,Check if your office does not collect this data,3844,,,,309,Check if your office does not collect this data,Exempt,None,,,7,Check if your office does not collect this data,Exempt,None,80,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,80,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,100,,,286,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,84,,0,,Exempt,268,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,352
27169,Minnesota,Winona County,,29564,,None,Check if your office does not collect this data,29564,31181,,None,Check if your office does not collect this data,31181,,,,2727,Check if your office does not collect this data,Exempt,None,,,458,Check if your office does not collect this data,,None,223,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,223,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,1577,,,3649,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,619,,0,,Exempt,2525,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,3144
27171,Minnesota,Wright County,,58292,,None,Check if your office does not collect this data,58292,65116,,None,Check if your office does not collect this data,65116,,,,7346,Check if your office does not collect this data,,None,,,1651,Check if your office does not collect this data,Exempt,None,986,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,986,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,6724,,,3514,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,831,,0,,Exempt,2395,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,3226
27173,Minnesota,Yellow Medicine County,,6182,,None,Check if your office does not collect this data,6182,6244,,None,Check if your office does not collect this data,6244,,,,507,Check if your office does not collect this data,Exempt,None,,,16,Check if your office does not collect this data,Exempt,None,199,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,None,Check if your office does not collect this data,199,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,Exempt,0,,,245,,,468,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,Check if your office does not collect this data,Exempt,None,None,Check if your office does not collect this data,147,,0,,Exempt,388,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,535
28000,Mississippi,,,None,,None,,0,None,,None,,0,,,,None,,,None,,,None,,,None,None,,None,,None,,,None,,None,,0,None,,None,,None,,,0,,,None,,,None,,,None,,,None,,,None,None,,None,,None,,,None,,None,,None,,,0
28001,Mississippi,Adams County,,20623,,58,,20681,20674,,491,,21165,,Check if your office does not collect this data,,None,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,0,None,Don't know,None,,None,Don't know,,0,Don't know,,None,Don't know,,None,Don't know,,None,Don't know,,None,,,433,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,,,0
28003,Mississippi,Alcorn County,,2124,,6190,,8314,26400,,1000,,27400,,Check if your office does not collect this data,,None,,,1200,,,400,,,800,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,0,None,Check if your office does not collect this data,None,,None,,,0,Check if your office does not collect this data,,None,Don't know,,None,Don't know,,None,Don't know,,None,,,None,None,,None,,None,,,None,,None,,None,,,0
28005,Mississippi,Amite County,,10991,,None,Don't know,10991,10787,,323,,11110,,Check if your office does not collect this data,,None,,,681,,,103,,,398,180,,180,,None,Don't know,,None,Don't know,None,Don't know,360,10,,None,Don't know,0,,,10,,,681,,,938,,,424,,,214,,,252,938,,None,,None,,,None,,None,,None,,,938
28007,Mississippi,Attala County,,13114,,None,Don't know,13114,12896,,806,,13702,,Check if your office does not collect this data,,None,,,450,,,165,,,285,12,,54,,8,,,0,,0,,74,0,,0,,0,,,0,,,450,Don't know,,None,,,None,,,34,,,0,None,Don't know,None,,None,,,None,,None,,None,,,0
28009,Mississippi,Benton County,,None,Don't know,None,Don't know,0,None,Don't know,None,Don't know,0,,Check if your office does not collect this data,,None,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,0,None,Don't know,None,Don't know,None,Don't know,,0,Don't know,,None,Don't know,,None,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,None,Don't know,,0
28011,Mississippi,Bolivar County,,None,,None,,0,None,,None,,0,,,,None,,,None,,,None,,,None,None,,None,,None,,,None,,None,,0,None,,None,,None,,,0,,,None,,,None,,,None,,,None,,,None,None,,None,,None,,,None,,None,,None,,,0
28013,Mississippi,Calhoun County,,9078,,282,,9360,9463,,284,,9747,,Check if your office does not collect this data,,None,,,54,,,10,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,Check if your office does not collect this data,0,None,Don't know,9,,0,,,9,,,41,,,437,Don't know,,None,,,0,,,38,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,None,Don't know,,0
28015,Mississippi,Carroll County,,7927,,195,,8122,7634,,325,,7959,,Check if your office does not collect this data,,None,,,385,,,39,,,346,8,,27,,1,,,3,,None,,39,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,0,,,385,,,190,,,120,,,3,,,38,73,,113,,2,,,0,,2,,0,,,190
28017,Mississippi,Chickasaw County,,12122,,1376,,13498,12179,,767,,12946,,Check if your office does not collect this data,,None,Don't know,,None,,,70,,,849,26,,69,,69,,,2,,None,Don't know,166,None,Don't know,None,Don't know,None,Don't know,,0,,,1023,,,496,,,345,Don't know,,None,,not sure,21,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,None,Don't know,,0
28019,Mississippi,Choctaw County,,6625,,None,Don't know,6625,6329,,None,Don't know,6329,,Check if your office does not collect this data,,None,,,422,,,52,,,270,34,,60,,5,,,1,,None,Don't know,100,13,,None,Don't know,12,,,25,,,409,,,296,,,0,,,0,Don't know,,None,74,,25,,0,,Sections b-f does not include from Feb 2005 - October 2006. Unable to retrieve this information.,0,,1,,None,Don't know,,100
28021,Mississippi,Claiborne County,,7493,,4538,,12031,7846,,4547,,12393,This data is from the SEMS SYSTEM,Check if your office does not collect this data,,None,Don't know,we would have to go back manually to collect this data if available,None,Don't know,"any and all mail-in applications are stamped filed with date and when mailed, we refer to the file date of mail-in",None,Don't know,The Registar's office did not record this information separately.  ,None,None,Don't know,None,Don't know,None,Don't know,all applications are filed and stamped as they come into the office and placed in binders for further reference when needed.,None,Don't know,None,Don't know,0,None,Don't know,None,Don't know,None,,,0,Don't know,,None,Don't know,The SEMS system will print inactive and active voters.  Also lists reasons for being deleted from voter registration list.,None,,,None,,,None,,,None,None,,None,,None,,,None,,None,,None,,,0
28023,Mississippi,Clarke County,,12026,,None,Don't know,12026,11944,,None,Don't know,11944,,Check if your office does not collect this data,,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,,None,None,Check if your office does not collect this data,None,Check if your office does not collect this data,None,Check if your office does not collect this data,,None,Check if your office does not collect this data,None,,0,None,Check if your office does not collect this data,None,,None,,,0,Check if your office does not collect this data,,None,Check if your office does not collect this data,,None,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,,None,,None,,,0
28025,Mississippi,Clay County,,12188,,2800,,14988,12884,,2802,,15686,,Check if your office does not collect this data,,None,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,0,None,Don't know,None,Don't know,None,Don't know,,0,Don't know,,None,Check if your office does not collect this data,,None,Don't know,,None,Don't know,,None,Don't know,,None,0,,0,,0,,,0,,0,,None,,,0
28027,Mississippi,Coahoma County,,18048,,1824,,19872,15631,,3326,,18957,,Check if your office does not collect this data,,None,Don't know,,None,Don't know,,None,Don't know,,None,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,0,None,Don't know,None,Don't know,None,Don't know,,0,,,892,Check if your office does not collect this data,,None,,,3402,,,192,,,3326,None,Don't know,None,Don't know,None,Don't know,,None,Don't know,None,Don't know,None,Don't know,,0
