,County,State,Active Voters,Ballots Cast,Polling Places,Poll Workers,Hours Open,Time to Vote
413,North Stonington Town,CT,4288,2599,1.0,6.0,12,1.0074626865648149
414,Norwich Town,CT,19289,10874,10.0,60.0,12,22.39618435376515
415,Old Lyme Town,CT,5877,4267,1.0,6.0,12,0.7350689127093158
416,Preston Town,CT,3093,2206,1.0,6.0,12,1.3967022308393253
417,Salem Town,CT,2793,2078,1.0,6.0,12,1.5467239527334526
418,Sprague Town,CT,1884,1329,1.0,6.0,12,2.2929936305610776
419,Stonington Town,CT,14058,9404,5.0,30.0,12,7.682458386678273
420,Voluntown Town,CT,1688,1224,1.0,6.0,12,2.559241706145976
421,Waterford Town,CT,12959,9494,4.0,24.0,12,5.333744887718702
422,Andover Town,CT,2192,1657,1.0,6.0,12,1.9708029196990386
423,Bolton Town,CT,3521,2762,1.0,6.0,12,1.2269241692666093
424,Columbia Town,CT,4016,2944,1.0,6.0,12,1.0756972111527001
425,Coventry Town,CT,8654,6324,2.0,12.0,12,1.9967645019621019
426,Ellington Town,CT,10221,7522,2.0,12.0,12,1.690636923978387
427,Hebron Town,CT,7203,4912,1.0,6.0,12,0.5997501041224493
428,Mansfield Town,CT,14986,8728,3.0,18.0,12,2.5944214600276294
429,Somers Town,CT,6073,4143,2.0,12.0,12,2.8453811954506083
430,Stafford Town,CT,7268,5112,3.0,18.0,12,5.34947716014674
431,Tolland Town,CT,10500,7480,2.0,12.0,12,1.6457142857127183
432,Union Town,CT,630,472,1.0,6.0,12,6.857142857034013
433,Vernon Town,CT,17145,11694,6.0,36.0,12,9.070866141726993
434,Willington Town,CT,3588,2774,1.0,6.0,12,1.2040133779230657
435,Ashford Town,CT,2757,2060,1.0,6.0,12,1.5669205658267433
436,Brooklyn Town,CT,5686,3149,1.0,6.0,12,0.7597608160380589
437,Canterbury Town,CT,3622,2351,1.0,6.0,12,1.1927112092733498
438,Chaplin Town,CT,1542,1051,1.0,6.0,12,2.8015564202152947
439,Eastford Town,CT,1204,854,1.0,6.0,12,3.588039867079834
440,Hampton Town,CT,1274,973,1.0,6.0,12,3.3908948194396324
441,Killingly Town,CT,10926,5777,8.0,48.0,12,25.30477759470501
442,Plainfield Town,CT,9497,5030,5.0,30.0,12,11.372012214371514
443,Pomfret Town,CT,2740,1995,1.0,6.0,12,1.5766423357606691
444,Putnam Town,CT,5934,3127,2.0,12.0,12,2.9120323559101586
445,Scotland Town,CT,1274,784,1.0,6.0,12,3.3908948194396324
446,Sterling Town,CT,2546,1320,1.0,6.0,12,1.6967792615801385
447,Thompson Town,CT,6201,3723,4.0,24.0,12,11.146589259778832
448,Windham Town,CT,11535,6802,5.0,30.0,12,9.362808842644679
449,Woodstock Town,CT,5576,3744,1.0,6.0,12,0.7747489239584384
450,Kent,DE,118139,60230,44.0,885.0,12,237.32044456104782
451,New Castle,DE,392189,212978,181.0,2368.0,12,786.8598048389733
452,Sussex,DE,162304,93342,65.0,880.0,12,253.74605678231873
453,District Of Columbia,DC,511633,231700,154.0,2295.0,12,497.36744893311226
454,Alachua,FL,180934,116963,68.0,526.0,12,142.33344755545434
455,Baker,FL,15108,10635,9.0,49.0,12,21.016679904672348
456,Bay,FL,120851,63888,12.0,171.0,12,12.225302231672703
457,Bradford,FL,16317,10594,15.0,143.0,12,94.64975179255092
458,Brevard,FL,422606,284989,126.0,1309.0,12,281.0004590564194
459,Broward,FL,1175328,720585,432.0,5380.0,12,1423.7686841460304
460,Calhoun,FL,8695,4656,7.0,54.0,12,31.3007475560307
461,Charlotte,FL,134545,88095,33.0,521.0,12,92.00609461517766
462,Citrus,FL,109388,71494,35.0,371.0,12,85.46824148900379
463,Clay,FL,153119,94038,51.0,435.0,12,104.31886310646593
464,Collier,FL,213664,157097,66.0,716.0,12,159.2421746293171
465,Columbia,FL,40375,25175,11.0,146.0,12,28.639504643955757
466,Desoto,FL,16735,8939,14.0,75.0,12,45.17478338808176
467,Dixie,FL,9670,5865,11.0,55.0,12,45.046535677306046
468,Duval,FL,607386,381860,216.0,2567.0,12,657.2753405577234
469,Escambia,FL,212987,130406,83.0,639.0,12,179.2909426396832
470,Flagler,FL,82611,53327,27.0,270.0,12,63.5363329338631
471,Franklin,FL,7783,5527,9.0,48.0,12,39.964024155158725
472,Gadsden,FL,29450,20158,29.0,196.0,12,138.96366723255042
473,Gilchrist,FL,11751,7422,10.0,58.0,12,35.53740107221893
474,Glades,FL,6784,3871,10.0,55.0,12,58.372641509347915
475,Gulf,FL,10198,5950,4.0,24.0,12,6.777799568536205
476,Hamilton,FL,7727,3397,9.0,48.0,12,40.253656011336545
477,Hardee,FL,12239,6461,13.0,85.0,12,65.00531089135958
478,Hendry,FL,17773,8972,12.0,88.0,12,42.77949698979194
479,Hernando,FL,133853,81412,36.0,365.0,12,70.68052266291599
480,Highlands,FL,59272,40284,29.0,284.0,12,100.04589013360439
481,Hillsborough,FL,857266,527294,295.0,2749.0,12,681.1043480086615
482,Holmes,FL,10751,6841,9.0,68.0,12,40.985954794864675
483,Indian River,FL,113426,74999,23.0,325.0,12,47.449438400362574
484,Jackson,FL,27996,16111,6.0,54.0,12,8.332618945560675
485,Jefferson,FL,9791,7404,17.0,80.0,12,100.0102134612399
486,Lafayette,FL,4356,2854,6.0,36.0,12,35.702479338761016
487,Lake,FL,236078,156339,106.0,1075.0,12,347.52920644870136
488,Lee,FL,446273,294541,134.0,1574.0,12,340.28390693588136
489,Leon,FL,213195,141111,95.0,975.0,12,312.81221417011125
490,Levy,FL,27859,17208,14.0,136.0,12,49.207796403299035
491,Liberty,FL,4374,2738,9.0,34.0,12,50.370370370255216
492,Madison,FL,11840,7670,15.0,78.0,12,71.14864864858855
493,Manatee,FL,245088,164885,75.0,698.0,12,153.78965922443555
494,Marion,FL,243088,156307,129.0,988.0,12,377.49884815373946
495,Martin,FL,114132,78591,37.0,292.0,12,68.15687099147758
496,Miami-Dade,FL,1428856,813221,603.0,6597.0,12,2004.5081659733241
497,Monroe,FL,53869,36586,32.0,275.0,12,117.61866750819254
498,Nassau,FL,66798,44000,18.0,237.0,12,45.98221503637146
499,Okaloosa,FL,135563,84446,47.0,436.0,12,108.8367769966651
500,Okeechobee,FL,20552,11390,12.0,95.0,12,39.9377189567731
501,Orange,FL,798373,481161,221.0,2339.0,12,466.1751837800067
502,Osceola,FL,218754,116475,47.0,534.0,12,82.60676376203028
503,Palm Beach,FL,933572,596136,481.0,3399.0,12,1260.9007982244407
504,Pasco,FL,351949,213442,121.0,1356.0,12,335.658632358656
505,Pinellas,FL,666876,440508,198.0,2079.0,12,444.433807784349
506,Polk,FL,417217,247331,156.0,1404.0,12,377.9742436190189
507,Putnam,FL,47218,28313,24.0,205.0,12,75.02223728237642
508,St. Johns,FL,187125,131696,45.0,597.0,12,103.36833667334116
509,St. Lucie,FL,203131,125269,55.0,527.0,12,102.73764221117885
510,Santa Rosa,FL,132357,76259,35.0,472.0,12,89.86604410797389
511,Sarasota,FL,318384,213220,89.0,884.0,12,177.91949344187591
512,Seminole,FL,303668,200926,87.0,728.0,12,150.17031758367196
513,Sumter,FL,96497,74978,32.0,420.0,12,100.28083774624079
514,Suwannee,FL,25813,16012,19.0,139.0,12,73.66520745358011
515,Taylor,FL,12142,8000,15.0,150.0,12,133.4211826716081
516,Union,FL,7396,4903,7.0,46.0,12,31.346673877729383
517,Volusia,FL,382408,231118,103.0,850.0,12,164.8396477061106
518,Wakulla,FL,20810,14324,13.0,101.0,12,45.4281595386615
519,Walton,FL,50263,30579,23.0,244.0,12,80.38994886893333
520,Washington,FL,15817,9182,4.0,37.0,12,6.737055067328357
680,Guam,GU,55941,37386,23.0,335.0,12,99.16876709388478
681,Hawaii,HI,105294,59482,46.0,629.0,12,197.8505897771765
682,Honolulu,HI,479182,262700,146.0,2230.0,12,489.2036846125169
684,Kauai,HI,40235,25825,16.0,225.0,12,64.42152354913274
685,Maui,HI,88054,50650,36.0,485.0,12,142.76693846955928
686,Ada,ID,274266,192303,147.0,1151.0,12,444.17405000982825
687,Adams,ID,2772,1917,5.0,35.0,12,45.45454545438148
688,Bannock,ID,45504,29444,33.0,266.0,12,138.89240506326064
689,Bear Lake,ID,3476,2193,12.0,80.0,12,198.84925201323693
690,Benewah,ID,5378,3943,10.0,76.0,12,101.74786165841995
691,Bingham,ID,21014,13443,18.0,102.0,12,62.906633672759625
692,Blaine,ID,13860,10586,8.0,73.0,12,30.33766233764045
693,Boise,ID,5021,3514,7.0,64.0,12,64.2421828319772
694,Bonner,ID,26881,18853,32.0,226.0,12,193.7070793496545
695,Bonneville,ID,56230,35718,52.0,445.0,12,296.2973501688963
696,Boundary,ID,6435,4334,5.0,34.0,12,19.020979020949465
697,Butte,ID,1559,1048,6.0,29.0,12,80.35920461782965
698,Camas,ID,740,544,4.0,16.0,12,62.27027026942877
699,Canyon,ID,99021,64247,57.0,449.0,12,186.09143515010086
700,Caribou,ID,3809,2290,5.0,46.0,12,43.475977946853575
701,Cassia,ID,10012,6244,18.0,78.0,12,100.96683979214845
702,Clark,ID,410,259,3.0,9.0,12,47.41463414518501
703,Clearwater,ID,4653,3232,16.0,58.0,12,143.59767891651924
704,Custer,ID,2979,2183,7.0,66.0,12,111.66163141956474
705,Elmore,ID,11152,7098,11.0,78.0,12,55.39454806307801
706,Franklin,ID,6526,3903,16.0,49.0,12,86.49708856866918
707,Fremont,ID,7189,4832,14.0,87.0,12,121.98636806214776
708,Gem,ID,10364,7216,11.0,67.0,12,51.20030876104669
709,Gooding,ID,6553,4469,7.0,48.0,12,36.91744239274086
710,Idaho,ID,10143,7130,23.0,144.0,12,235.10204081609473
711,Jefferson,ID,14156,8877,21.0,115.0,12,122.83130827908812
712,Jerome,ID,8692,5498,9.0,55.0,12,41.00322135292107
713,Kootenai,ID,84103,57232,54.0,367.0,12,169.66053529598594
714,Latah,ID,25440,16174,17.0,96.0,12,46.188679245264865
715,Lemhi,ID,4962,3505,8.0,34.0,12,39.46795646908612
716,Lewis,ID,2166,1409,6.0,45.0,12,89.75069252036127
717,Lincoln,ID,2207,1496,6.0,24.0,12,46.977797915509846
718,Madison,ID,20036,8923,19.0,75.0,12,51.2078259133304
719,Minidoka,ID,8373,5220,8.0,49.0,12,33.708348262231326
720,Nez Perce,ID,23137,14681,15.0,117.0,12,54.613822016659626
721,Oneida,ID,2586,1554,3.0,25.0,12,20.881670533561945
722,Owyhee,ID,5247,3478,12.0,65.0,12,107.03259005125399
723,Payette,ID,11889,7678,11.0,58.0,12,38.637395912155235
724,Power,ID,3520,2224,8.0,29.0,12,47.45454545441064
725,Shoshone,ID,6860,4344,10.0,44.0,12,46.18075801742539
726,Teton,ID,6746,5111,5.0,35.0,12,18.677734954019154
727,Twin Falls,ID,38900,24888,22.0,225.0,12,91.61953727504073
728,Valley,ID,7019,5265,5.0,43.0,12,22.05442370704936
729,Washington,ID,5623,4036,12.0,126.0,12,193.60483727513142
730,Adams,IL,47394,25260,35.0,223.0,12,118.57197113556177
731,Alexander,IL,5354,2235,13.0,31.0,12,54.19499439661151
732,Bond,IL,11243,6723,17.0,125.0,12,136.08467490871112
733,Boone,IL,33054,18286,32.0,174.0,12,121.28516972223596
734,Brown,IL,3484,1934,10.0,75.0,12,154.99425947142655
735,Bureau,IL,23847,13726,40.0,181.0,12,218.59353377774204
736,Calhoun,IL,3559,2377,7.0,37.0,12,52.396740657340835
737,Carroll,IL,10682,6039,24.0,85.0,12,137.50234038556684
738,Cass,IL,7774,4745,11.0,111.0,12,113.0846411112515
739,Champaign,IL,124057,86767,112.0,561.0,12,364.66334023873185
740,Christian,IL,21435,13128,25.0,142.0,12,119.24422673192477
741,Clark,IL,11962,6248,17.0,113.0,12,115.62614947323556
742,Clay,IL,8934,4628,16.0,105.0,12,135.39288112812244
743,Clinton,IL,24810,14269,42.0,188.0,12,229.14631197088707
744,Coles,IL,28298,17398,31.0,186.0,12,146.70718778707092
745,Cook,IL,1587447,883457,1041.0,7636.0,12,3605.3705856006304
746,Crawford,IL,12624,7022,18.0,112.0,12,114.98098859306481
747,Cumberland,IL,7712,4400,10.0,66.0,12,61.61825726133089
748,De Kalb,IL,60754,39343,46.0,408.0,12,222.42091055729298
749,De Witt,IL,11136,6285,16.0,77.0,12,79.65517241372157
750,Douglas,IL,11701,6499,12.0,85.0,12,62.763866336156944
751,Du Page,IL,639752,506843,280.0,2259.0,12,711.860846077844
752,Edgar,IL,12198,1764,12.0,44.0,12,31.16576487946289
753,Edwards,IL,4406,2880,8.0,59.0,12,77.13118474789576
754,Effingham,IL,23873,14721,30.0,182.0,12,164.6713860846292
755,Fayette,IL,13474,8012,23.0,148.0,12,181.89698678923713
756,Ford,IL,8803,5040,28.0,64.0,12,146.56821538095355
757,Franklin,IL,28743,18965,25.0,179.0,12,112.09685836547608
758,Fulton,IL,25576,12726,34.0,181.0,12,173.24366593674802
759,Gallatin,IL,3720,2205,11.0,48.0,12,102.19354838682207
760,Greene,IL,9046,4439,24.0,108.0,12,206.3055494138776
761,Grundy,IL,33041,19646,28.0,210.0,12,128.13171514175474
762,Hamilton,IL,5641,3676,15.0,82.0,12,156.9934408789984
763,Bloomington City,IL,49690,31626,25.0,206.0,12,74.62266049505442
764,Hancock,IL,12436,7146,31.0,148.0,12,265.62881955591376
765,Hardin,IL,3005,1772,7.0,40.0,12,67.08818635584996
766,Henderson,IL,4836,2736,14.0,67.0,12,139.65260545876828
767,Henry,IL,34011,19750,48.0,262.0,12,266.22916115366615
768,Iroquois,IL,17968,10388,36.0,152.0,12,219.26981300076844
769,Jackson,IL,33283,20262,47.0,260.0,12,264.351170267024
770,Jasper,IL,6819,4716,14.0,2.0,12,2.956445226568476
771,Jefferson,IL,24126,14264,33.0,164.0,12,161.51206167613302
772,Jersey,IL,15544,8905,17.0,119.0,12,93.70560988156606
773,Jo Daviess,IL,16164,9414,24.0,112.0,12,119.73273942086134
774,Johnson,IL,8878,5342,17.0,80.0,12,110.29511151147746
775,Kane,IL,314170,172056,133.0,865.0,12,263.6547092338459
776,Kankakee,IL,68513,37010,66.0,301.0,12,208.77089019599072
777,Kendall,IL,78227,46201,53.0,395.0,12,192.6853899548503
778,Knox,IL,15272,8265,27.0,112.0,12,142.5667888946159
779,Lake,IL,448295,255674,138.0,1492.0,12,330.6865345364028
780,La Salle,IL,71111,95263,78.0,441.0,12,348.28029418791067
781,Lawrence,IL,8830,4410,18.0,123.0,12,180.53001132482385
782,Lee,IL,21778,12742,18.0,130.0,12,77.3624758930676
783,Livingston,IL,21591,14155,48.0,173.0,12,276.9153814087921
784,Logan,IL,18396,10342,20.0,121.0,12,94.71624266139665
785,Mcdonough,IL,18464,10198,21.0,131.0,12,107.27469670704761
786,Mchenry,IL,235593,43399,109.0,806.0,12,268.4921877984376
787,Mclean,IL,61483,37640,52.0,350.0,12,213.13208529183464
788,Macon,IL,75299,39665,38.0,299.0,12,108.64208024009501
789,Macoupin,IL,32151,18460,59.0,280.0,12,369.95427824939503
790,Madison,IL,180511,108136,148.0,1113.0,12,657.0307626681666
791,Marion,IL,24747,12786,31.0,188.0,12,169.56237119644013
792,Marshall,IL,8303,4783,13.0,68.0,12,76.65663013359428
793,Mason,IL,9112,5334,14.0,110.0,12,121.68568920092
794,Massac,IL,10858,5613,17.0,66.0,12,74.40044207029435
795,Menard,IL,9244,5274,7.0,67.0,12,36.52964084807818
796,Mercer,IL,12357,8566,21.0,82.0,12,100.33503277486417
797,Monroe,IL,26035,15918,21.0,153.0,12,88.85577107736168
798,Montgomery,IL,16477,11721,25.0,140.0,12,152.94046246273413
799,Morgan,IL,22406,11870,23.0,167.0,12,123.42765330709479
800,Moultrie,IL,8671,5181,12.0,86.0,12,85.69253834611267
801,Chicago City,IL,1503353,912061,1482.0,10646.0,12,7556.247827356531
802,Ogle,IL,32316,19267,36.0,204.0,12,163.62421091714208
803,Peoria,IL,117552,88707,75.0,355.0,12,163.0767660269359
804,Perry,IL,14562,8672,18.0,128.0,12,113.91841779967454
805,Piatt,IL,12141,6644,15.0,89.0,12,79.16975537428615
806,Pike,IL,10723,6744,24.0,105.0,12,169.20637881174184
807,Pope,IL,3012,1813,8.0,38.0,12,72.6693227089221
808,Pulaski,IL,4434,2516,11.0,55.0,12,98.24086603496112
809,Putnam,IL,4289,2645,10.0,40.0,12,67.148519468251
810,Randolph,IL,21517,12467,25.0,181.0,12,151.41516010589237
811,Richland,IL,11685,6222,21.0,96.0,12,124.22079589206312
812,Rock Island,IL,99176,51283,71.0,275.0,12,141.7480035492315
813,St. Clair,IL,174585,94137,133.0,829.0,12,454.7071054214019
814,Saline,IL,16496,12509,16.0,100.0,12,69.8351115421497
815,Sangamon,IL,135830,87193,84.0,890.0,12,396.28358978131513
816,Schuyler,IL,5390,3176,15.0,69.0,12,138.2560296843446
817,Scott,IL,3539,2098,8.0,41.0,12,66.73071489102365
818,Shelby,IL,14878,9399,28.0,163.0,12,220.86839628967542
819,Stark,IL,4093,2446,10.0,27.0,12,47.495724407409
820,Stephenson,IL,34461,16505,26.0,123.0,12,66.81640114910572
821,Tazewell,IL,90984,17362,143.0,482.0,12,545.4444737535671
822,Union,IL,12098,9794,22.0,96.0,12,125.69350305825286
823,Vermilion,IL,29744,15484,28.0,236.0,12,159.9569661107585
824,Wabash,IL,8004,4055,11.0,78.0,12,77.18140929525589
825,Danville City,IL,17199,7702,30.0,149.0,12,187.12715855562118
826,Warren,IL,11612,6163,17.0,112.0,12,118.05718222518252
827,Washington,IL,9800,6204,21.0,103.0,12,158.91428571412354
828,Wayne,IL,12118,6065,21.0,81.0,12,101.06618253828927
829,White,IL,10300,6006,14.0,1.0,12,0.9786407766980788
830,Whiteside,IL,37945,21721,31.0,259.0,12,152.34892607717688
831,Will,IL,429647,251044,268.0,1534.0,12,688.9391523739095
832,Williamson,IL,45987,27847,44.0,268.0,12,184.62261073777708
833,Winnebago,IL,92949,52383,62.0,441.0,12,211.79614627374025
834,Woodford,IL,26224,16407,2.0,222.0,12,12.190359975590226
835,East St. Louis City,IL,17822,7592,22.0,110.0,12,97.76680507232759
836,Galesburg City,IL,18144,9847,11.0,108.0,12,47.142857142831154
837,Rockford City,IL,86248,43621,38.0,440.0,12,139.57888878581076
839,Allen,IN,237322,127189,122.0,675.0,12,249.8377731520782
840,Bartholomew,IN,46792,26876,22.0,107.0,12,36.22157633782779
841,Benton,IN,5487,3026,7.0,44.0,12,40.415527610642584
842,Blackford,IN,7592,3959,5.0,24.0,12,11.38040042148132
843,Boone,IN,45710,27789,18.0,75.0,12,21.264493546265314
844,Brown,IN,11081,7340,11.0,90.0,12,64.32632433890052
845,Carroll,IN,12569,6977,12.0,46.0,12,31.620653989950178
846,Cass,IN,20746,11707,17.0,112.0,12,66.07924419161955
847,Clark,IN,80799,49383,49.0,338.0,12,147.5840047525158
848,Clay,IN,17314,9433,12.0,76.0,12,37.92537830655081
849,Clinton,IN,17547,9359,7.0,100.0,12,28.722858608292743
850,Crawford,IN,7037,4121,11.0,42.0,12,47.270143527004024
851,Daviess,IN,16284,8852,22.0,102.0,12,99.21886514363841
852,Dearborn,IN,34955,18391,36.0,230.0,12,170.55070805316248
853,Decatur,IN,15254,9134,13.0,73.0,12,44.793496787698444
854,Dekalb,IN,26047,14075,19.0,131.0,12,68.80178139514385
855,Delaware,IN,71423,38201,56.0,416.0,12,234.84199767578585
856,Dubois,IN,28163,17328,18.0,79.0,12,36.35408159640792
857,Elkhart,IN,111204,54843,31.0,255.0,12,51.181612172219424
858,Fayette,IN,14311,7632,1234.0,97.0,12,6022.120047511688
859,Floyd,IN,54610,32191,27.0,192.0,12,68.3479216260633
860,Fountain,IN,10701,5996,8.0,42.0,12,22.607232968860284
861,Franklin,IN,15370,8674,16.0,89.0,12,66.70657124263715
862,Fulton,IN,12143,7157,13.0,91.0,12,70.14411595151927
864,Grant,IN,40086,20398,36.0,172.0,12,111.21688370001718
865,Greene,IN,18640,10942,14.0,68.0,12,36.77253218882147
866,Hamilton,IN,220267,138843,125.0,1060.0,12,433.1107247113533
867,Hancock,IN,51804,30456,2.0,90.0,12,2.501737317581171
868,Harrison,IN,26392,15825,21.0,207.0,12,118.59048196418665
869,Hendricks,IN,106369,63270,32.0,244.0,12,52.851488685608324
870,Henry,IN,28511,15895,2.0,92.0,12,4.646627617409194
871,Howard,IN,54864,29730,18.0,225.0,12,53.149606299202915
872,Huntington,IN,22727,13371,10.0,52.0,12,16.47379768556498
873,Jackson,IN,25899,14828,23.0,135.0,12,86.31993513259728
874,Jasper,IN,20519,10798,30.0,147.0,12,154.74438325446917
875,Jay,IN,11428,6412,13.0,64.0,12,52.41862093100068
876,Jefferson,IN,19784,11508,19.0,129.0,12,89.19935301249029
877,Jennings,IN,16673,9309,30.0,129.0,12,167.12049421209912
878,Johnson,IN,96768,52220,29.0,205.0,12,44.23363095237639
879,Knox,IN,22597,12875,30.0,175.0,12,167.27884232412828
880,Kosciusko,IN,47569,26588,40.0,317.0,12,191.92331140024137
881,Lagrange,IN,14506,7762,9.0,51.0,12,22.78229698054406
882,Lake,IN,324233,165140,300.0,2333.0,12,1554.2156412209258
884,Lawrence,IN,28666,15724,14.0,90.0,12,31.6472476103985
885,Madison,IN,82185,44583,114.0,562.0,12,561.2819857637572
886,Marion,IN,583210,309686,295.0,2201.0,12,801.5850208329623
887,Marshall,IN,26861,15081,15.0,94.0,12,37.7945720561268
888,Martin,IN,6807,4438,7.0,57.0,12,42.20361392677802
889,Miami,IN,20147,10513,20.0,67.0,12,47.88802303070041
890,Monroe,IN,88054,52718,35.0,378.0,12,108.17907193311966
891,Montgomery,IN,21642,12700,12.0,65.0,12,25.949542556128847
892,Morgan,IN,45554,25480,17.0,92.0,12,24.719673354694493
893,Newton,IN,9087,4690,8.0,63.0,12,39.9339716077474
895,Ohio,IN,4277,2483,6.0,68.0,12,68.68365676860256
896,Orange,IN,12269,6933,15.0,93.0,12,81.8648626619269
897,Owen,IN,12817,7325,12.0,66.0,12,44.49091050944488
898,Parke,IN,9371,5464,10.0,88.0,12,67.61284814847122
899,Perry,IN,11578,7319,12.0,57.0,12,42.53584384173213
900,Pike,IN,8461,5292,10.0,67.0,12,57.01453728866917
902,Posey,IN,17078,10816,30.0,130.0,12,164.42206347337836
903,Pulaski,IN,8308,4439,8.0,54.0,12,37.43861338464439
904,Putnam,IN,21448,12035,9.0,58.0,12,17.523312196933272
905,Randolph,IN,15457,8247,11.0,50.0,12,25.61946043861964
906,Ripley,IN,18869,9638,15.0,87.0,12,49.79596163016068
907,Rush,IN,10311,6189,11.0,62.0,12,47.62292697114962
908,St. Joseph,IN,173043,94199,150.0,927.0,12,578.5613980339812
909,Scott,IN,15237,7920,10.0,58.0,12,27.406969875941844
910,Shelby,IN,26547,14610,21.0,102.0,12,58.09469996607598
911,Spencer,IN,13940,9032,16.0,86.0,12,71.07030129119723
912,Starke,IN,15405,7763,17.0,125.0,12,99.31840311580699
913,Steuben,IN,21399,12382,16.0,67.0,12,36.06897518573948
914,Sullivan,IN,12653,7613,21.0,108.0,12,129.0571405989654
915,Switzerland,IN,6130,3076,8.0,10.0,12,9.39641109296999
916,Tippecanoe,IN,100476,52070,25.0,138.0,12,24.722321748474787
917,Tipton,IN,10306,6231,13.0,77.0,12,69.93207840086365
918,Union,IN,4345,2547,5.0,25.0,12,20.713463751390762
919,Vanderburgh,IN,114657,59028,39.0,244.0,12,59.75666553284494
920,Vermillion,IN,9381,5680,16.0,74.0,12,90.87304125350082
921,Vigo,IN,63870,32230,30.0,170.0,12,57.49178017847855
922,Wabash,IN,19290,11513,14.0,72.0,12,37.623639191271316
923,Warren,IN,5724,3352,7.0,32.0,12,28.176100628881596
924,Warrick,IN,40943,24641,31.0,204.0,12,111.21021908504233
925,Washington,IN,17302,9543,22.0,123.0,12,112.60663507102495
926,Wayne,IN,38249,20146,17.0,100.0,12,32.000836623171324
927,Wells,IN,17690,11035,11.0,73.0,12,32.68287167889616
929,Whitley,IN,21548,13518,17.0,82.0,12,46.578800816759525
1029,Allen,KS,7766,4520,5.0,32.0,12,14.833891321124344
1030,Anderson,KS,4964,2808,8.0,26.0,12,30.169218372219643
1031,Atchison,KS,9332,5533,16.0,49.0,12,60.48864123439725
1032,Barber,KS,2765,1777,4.0,18.0,12,18.748643761234185
1033,Barton,KS,15167,8670,12.0,51.0,12,29.0525482956227
1034,Bourbon,KS,10288,5035,8.0,35.0,12,19.595645412111587
1035,Brown,KS,5586,3464,5.0,56.0,12,36.090225563845166
1036,Butler,KS,40057,24202,21.0,88.0,12,33.216666250584616
1037,Chase,KS,1719,1234,2.0,11.0,12,9.21465968581027
1038,Chautauqua,KS,2346,1155,5.0,20.0,12,30.690537084268158
1039,Cherokee,KS,13279,7105,12.0,100.0,12,65.06514044727383
1040,Cheyenne,KS,1877,1148,3.0,19.0,12,21.864677677027895
1041,Clark,KS,1432,860,4.0,11.0,12,22.122905027778476
